Ensembl	Gene_Name	logConc	p.value	Fold_Change	q.value	DE	Low_read_count	D2_SNP_correction	flip_flop	Affymetrix_ProbeID	Affymetrix_Fold_Change	Affymetrix_q.value	Illumina_Probe_ID 	Illumina_Fold_Change 	Illumina_q.value	Biotype 	Chr	Gene_start	Gene_Description
ENSMUSG00000059142	A630033E08Rik	-16.76	4.4616E-02	1.19	1.1525E-01	0	0	4	N/A	1437128_a_at	5.36	3.9238E-11	N/A	N/A	N/A	protein_coding	17	22985997	RIKEN cDNA A630033E08 gene Gene [Source:MGI Symbol;Acc:MGI:2445132]
ENSMUSG00000049577	Zfpm1	-14.91	4.4674E-02	0.85	1.1537E-01	0	0	4	N/A	1423603_at	0.89	3.1839E-02	ILMN_2445324	0.92	2.64E-01	protein_coding	8	124806039	"zinc finger protein, multitype 1 Gene [Source:MGI Symbol;Acc:MGI:1095400]"
ENSMUSG00000001946	Esam	-16.14	4.4742E-02	1.19	1.1543E-01	0	0	4	N/A	1460356_at	1.13	3.1005E-02	ILMN_2690839	1.19	2.78E-02	protein_coding	9	37335663	endothelial cell-specific adhesion molecule Gene [Source:MGI (curated);Acc:MGI:1916774]
ENSMUSG00000058183	Mmel1	-20.64	4.4731E-02	0.73	1.1543E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	4	154243694	membrane metallo-endopeptidase-like 1 Gene [Source:MGI (curated);Acc:MGI:1351603]
ENSMUSG00000042594	Sh2b3	-16.53	4.4735E-02	0.84	1.1543E-01	0	0	4	N/A	1450183_a_at	0.97	3.8538E-01	N/A	N/A	N/A	protein_coding	5	122265497	SH2B adaptor protein 3 Gene [Source:MGI (curated);Acc:MGI:893598]
ENSMUSG00000070570	Slc17a7	-10.24	4.4725E-02	0.85	1.1543E-01	0	0	4	N/A	1428986_at	1.18	3.8152E-01	ILMN_2618244	1.00	4.77E-01	protein_coding	7	52419319	"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7 Gene [Source:MGI Symbol;Acc:MGI:1920211]"
ENSMUSG00000059772	Giyd2	-18.30	4.4786E-02	0.82	1.1550E-01	0	0	4	N/A	1454082_a_at	0.96	2.5003E-01	N/A	N/A	N/A	protein_coding	7	133832982	GIY-YIG domain containing 2 Gene [Source:MGI (curated);Acc:MGI:1915220]
ENSMUSG00000009394	Syn2	-12.66	4.4792E-02	0.85	1.1550E-01	0	0	4	N/A	1449030_at	0.86	9.2890E-02	N/A	N/A	N/A	protein_coding	6	115085000	synapsin II Gene [Source:MGI Symbol;Acc:MGI:103020]
ENSMUSG00000026167	Wnt10a	-17.74	4.4832E-02	0.83	1.1558E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_2460094	1.21	1.14E-01	protein_coding	1	74838090	wingless related MMTV integration site 10a Gene [Source:MGI (curated);Acc:MGI:108071]
ENSMUSG00000026202	Tuba4a	-14.34	4.4844E-02	0.85	1.1558E-01	0	0	4	N/A	1417374_at	0.97	3.3759E-01	N/A	N/A	N/A	protein_coding	1	75212126	"tubulin, alpha 4A Gene [Source:MGI Symbol;Acc:MGI:1095410]"
ENSMUSG00000085959	CT025624.1	-21.48	4.4920E-02	1.47	1.1575E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	lincRNA	14	24824213	N/A
ENSMUSG00000001864	Aif1l	-17.10	4.5085E-02	1.20	1.1608E-01	0	0	4	N/A	1424263_at	0.94	1.9280E-01	ILMN_2741063	1.11	1.25E-01	protein_coding	2	31805780	allograft inflammatory factor 1-like Gene [Source:MGI (curated);Acc:MGI:1919598]
ENSMUSG00000073422	H2-Ke6	-16.10	4.5106E-02	0.84	1.1608E-01	0	0	4	N/A	1454987_a_at	0.74	3.2887E-05	ILMN_2653265	0.70	1.59E-05	protein_coding	17	34162979	H2-K region expressed gene 6 Gene [Source:MGI Symbol;Acc:MGI:95911]
ENSMUSG00000029048	Rer1	-14.71	4.5095E-02	1.18	1.1608E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_2935796	1.28	4.73E-02	protein_coding	4	154448219	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1915080]
ENSMUSG00000026094	Stk17b	-17.34	4.5074E-02	1.20	1.1608E-01	0	0	4	N/A	1450997_at	1.06	3.3404E-01	ILMN_1255834	1.07	1.66E-01	protein_coding	1	53812350	serine/threonine kinase 17b (apoptosis-inducing) Gene [Source:MGI (curated);Acc:MGI:2138162]
ENSMUSG00000020317	Theg	-21.22	4.5101E-02	1.49	1.1608E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	10	79039124	testicular haploid expressed gene Gene [Source:MGI (curated);Acc:MGI:1338756]
ENSMUSG00000027472	Pdrg1	-14.99	4.5185E-02	1.18	1.1625E-01	0	0	4	N/A	1428308_at	1.17	5.7086E-04	ILMN_1249417	1.32	2.44E-03	protein_coding	2	152834626	p53 and DNA damage regulated 1 Gene [Source:MGI (curated);Acc:MGI:1915809]
ENSMUSG00000079738	AC165252.1	-18.73	4.5219E-02	1.24	1.1626E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	16	11399886	RUN domain containing 2A  [Source:RefSeq peptide;Acc:NP_001156970]
ENSMUSG00000031605	Klhl2	-11.97	4.5220E-02	1.17	1.1626E-01	0	0	4	N/A	1426978_at	1.04	3.3382E-01	ILMN_2686047	1.16	1.63E-01	protein_coding	8	67218660	"kelch-like 2, Mayven (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:1924363]"
ENSMUSG00000052581	Lrrtm4	-16.96	4.5204E-02	1.20	1.1626E-01	0	0	4	N/A	1455937_at	1.04	4.4278E-01	N/A	N/A	N/A	protein_coding	6	79968871	leucine rich repeat transmembrane neuronal 4 Gene [Source:MGI (curated);Acc:MGI:2389180]
ENSMUSG00000019916	P4ha1	-13.84	4.5239E-02	1.18	1.1628E-01	0	0	4	N/A	1452094_at	1.04	3.6170E-01	ILMN_1234565	1.15	1.24E-01	protein_coding	10	58786044	"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide Gene [Source:MGI (curated);Acc:MGI:97463]"
ENSMUSG00000024754	Tmem2	-15.96	4.5320E-02	1.19	1.1646E-01	0	0	4	N/A	1424711_at	1.21	7.0407E-04	ILMN_2430220	0.85	5.79E-02	protein_coding	19	21852832	transmembrane protein 2 Gene [Source:MGI Symbol;Acc:MGI:1890373]
ENSMUSG00000030406	Gipr	-19.91	4.5368E-02	1.36	1.1652E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	7	19742474	gastric inhibitory polypeptide receptor Gene [Source:MGI Symbol;Acc:MGI:1352753]
ENSMUSG00000020227	Irak3	-19.91	4.5368E-02	1.34	1.1652E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	10	119578704	interleukin-1 receptor-associated kinase 3 Gene [Source:MGI (curated);Acc:MGI:1921164]
ENSMUSG00000058230	Grlf1	-11.52	4.5410E-02	0.85	1.1660E-01	0	0	4	N/A	1434009_at	0.76	3.1197E-07	ILMN_2634349	0.74	2.16E-04	protein_coding	7	17079822	glucocorticoid receptor DNA binding factor 1 Gene [Source:MGI Symbol;Acc:MGI:1929494]
ENSMUSG00000029516	Cit	-12.34	4.5451E-02	1.18	1.1667E-01	0	0	4	N/A	1455609_at	1.25	5.5100E-02	ILMN_1246130	0.86	1.64E-02	protein_coding	5	116295287	citron Gene [Source:MGI (curated);Acc:MGI:105313]
ENSMUSG00000027176	Cstf3	-15.04	4.5476E-02	1.18	1.1671E-01	0	0	4	N/A	1443909_at	1.01	4.8101E-01	ILMN_3145415	0.81	6.87E-02	protein_coding	2	104430680	"cleavage stimulation factor, 3' pre-RNA, subunit 3 Gene [Source:MGI (curated);Acc:MGI:1351825]"
ENSMUSG00000060992	Copz1	-13.99	4.5536E-02	0.85	1.1684E-01	0	0	4	N/A	1451825_a_at	0.94	1.0774E-01	ILMN_2862093	0.86	1.10E-01	protein_coding	15	103103331	"coatomer protein complex, subunit zeta 1 Gene [Source:MGI Symbol;Acc:MGI:1929063]"
ENSMUSG00000003348	Mobkl2a	-18.53	4.5580E-02	0.82	1.1692E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	10	80149889	"MOB1, Mps One Binder kinase activator-like 2A (yeast) Gene [Source:MGI Symbol;Acc:MGI:3050117]"
ENSMUSG00000019297	2610027L16Rik	-16.84	4.5666E-02	0.84	1.1708E-01	0	0	4	N/A	1451039_at	0.96	1.8653E-01	ILMN_2750842	1.02	4.53E-01	protein_coding	14	56364530	RIKEN cDNA 2610027L16 gene Gene [Source:MGI Symbol;Acc:MGI:1915092]
ENSMUSG00000002319	Ipo4	-13.77	4.5655E-02	0.85	1.1708E-01	0	0	4	N/A	1436420_a_at	0.98	4.1457E-01	ILMN_2703099	1.00	4.66E-01	protein_coding	14	56244237	importin 4 Gene [Source:MGI (curated);Acc:MGI:1923001]
ENSMUSG00000081041	Nlk-ps1	-17.24	4.5682E-02	0.84	1.1709E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	2	87004105	"nemo like kinase, pseudogene 1 Pseudogene [Source:MGI (curated);Acc:MGI:2181687]"
ENSMUSG00000061132	Blnk	-17.62	4.5718E-02	0.82	1.1715E-01	0	0	4	N/A	1451780_at	0.77	5.2628E-02	ILMN_2726931	0.97	3.52E-01	protein_coding	19	41003417	B-cell linker Gene [Source:MGI (curated);Acc:MGI:96878]
ENSMUSG00000019947	Arid5b	-15.16	4.5835E-02	1.18	1.1731E-01	0	0	4	N/A	1420973_at	1.41	1.2783E-02	ILMN_3031781	1.01	4.47E-01	protein_coding	10	67558341	AT rich interactive domain 5B (MRF1-like) Gene [Source:MGI Symbol;Acc:MGI:2175912]
ENSMUSG00000028179	Cth	-18.90	4.5815E-02	1.23	1.1731E-01	0	0	4	N/A	1426243_at	0.89	1.6068E-01	ILMN_2733193	0.99	4.00E-01	protein_coding	3	157557212	cystathionase (cystathionine gamma-lyase) Gene [Source:MGI (curated);Acc:MGI:1339968]
ENSMUSG00000024958	Gpr137	-14.16	4.5827E-02	0.85	1.1731E-01	0	0	4	N/A	1436377_at	0.95	2.4868E-01	ILMN_2780876	0.94	2.68E-01	protein_coding	19	7012559	G protein-coupled receptor 137 Gene [Source:MGI Symbol;Acc:MGI:2147529]
ENSMUSG00000022967	Ifnar1	-14.52	4.5793E-02	0.85	1.1731E-01	0	0	4	N/A	1449026_at	0.81	5.2026E-05	N/A	N/A	N/A	protein_coding	16	91485483	interferon (alpha and beta) receptor 1 Gene [Source:MGI (curated);Acc:MGI:107658]
ENSMUSG00000031099	Smarca1	-14.74	4.5804E-02	1.18	1.1731E-01	0	0	4	N/A	1460292_a_at	1.01	5.0628E-01	ILMN_1253650	1.06	2.57E-01	protein_coding	X	45162547	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 Gene [Source:MGI (curated);Acc:MGI:1935127]"
ENSMUSG00000030036	Mogs	-15.29	4.5874E-02	0.85	1.1738E-01	0	0	4	N/A	1422489_at	0.99	4.8506E-01	ILMN_1255453	1.12	1.43E-01	protein_coding	6	83065490	mannosyl-oligosaccharide glucosidase Gene [Source:MGI (curated);Acc:MGI:1929872]
ENSMUSG00000020472	Zkscan17	-16.76	4.5910E-02	0.84	1.1744E-01	0	0	4	N/A	1434088_at	0.97	3.8248E-01	ILMN_2916791	0.99	4.68E-01	protein_coding	11	59299022	zinc finger with KRAB and SCAN domains 17 Gene [Source:MGI (curated);Acc:MGI:2679270]
ENSMUSG00000025085	Ablim1	-15.09	4.5961E-02	0.85	1.1754E-01	0	0	4	N/A	1453103_at	0.68	1.4730E-05	ILMN_1241444	1.03	3.07E-01	protein_coding	19	57107223	actin-binding LIM protein 1 Gene [Source:MGI (curated);Acc:MGI:1194500]
ENSMUSG00000004100	Ppan	-16.78	4.5972E-02	0.84	1.1754E-01	0	0	4	N/A	1423703_at	0.93	1.3248E-01	N/A	N/A	N/A	protein_coding	9	20692619	peter pan homolog (Drosophila) Gene [Source:MGI (curated);Acc:MGI:2178445]
ENSMUSG00000040447	Spns2	-16.19	4.6001E-02	0.84	1.1759E-01	0	0	4	N/A	1451601_a_at	1.00	5.4839E-01	N/A	N/A	N/A	protein_coding	11	72265140	spinster homolog 2 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:2384936]
ENSMUSG00000027236	Eif3j	-19.13	4.6034E-02	1.23	1.1764E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_2832228	0.90	1.92E-01	protein_coding	2	121854282	"eukaryotic translation initiation factor 3, subunit J Gene [Source:MGI (curated);Acc:MGI:1925905]"
ENSMUSG00000040035	Disp2	-11.28	4.6090E-02	0.85	1.1771E-01	0	0	4	N/A	1435404_at	0.93	1.1247E-01	N/A	N/A	N/A	protein_coding	2	118605455	dispatched homolog 2 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:2388733]
ENSMUSG00000022559	Fbxl6	-15.74	4.6095E-02	0.85	1.1771E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_2935032	0.90	2.02E-01	protein_coding	15	76366161	F-box and leucine-rich repeat protein 6 Gene [Source:MGI Symbol;Acc:MGI:1354705]
ENSMUSG00000020733	Slc9a3r1	-15.37	4.6084E-02	1.18	1.1771E-01	0	0	4	N/A	1438115_a_at	1.15	1.5338E-02	ILMN_1240256	1.07	1.65E-01	protein_coding	11	115024655	"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1 Gene [Source:MGI (curated);Acc:MGI:1349482]"
ENSMUSG00000020777	Acox1	-12.54	4.6122E-02	1.17	1.1775E-01	0	0	4	N/A	1416408_at	1.17	2.7445E-04	N/A	N/A	N/A	protein_coding	11	116033202	"acyl-Coenzyme A oxidase 1, palmitoyl Gene [Source:MGI (curated);Acc:MGI:1330812]"
ENSMUSG00000068740	Celsr2	-11.49	4.6211E-02	0.85	1.1795E-01	0	0	4	N/A	1422073_a_at	0.94	3.2582E-01	ILMN_1243455	0.86	1.72E-01	protein_coding	3	108193769	"cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila) Gene [Source:MGI (curated);Acc:MGI:1858235]"
ENSMUSG00000022698	Nat5	-13.93	4.6227E-02	1.18	1.1796E-01	0	0	4	N/A	1428409_at	0.86	4.6468E-02	N/A	N/A	N/A	protein_coding	16	44139943	"N(alpha)-acetyltransferase 50, NatE catalytic subunit Gene [Source:MGI (curated);Acc:MGI:1919367]"
ENSMUSG00000028457	Atp8b5	-21.68	4.6404E-02	0.63	1.1832E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	4	43280031	"ATPase, class I, type 8B, member 5 Gene [Source:MGI Symbol;Acc:MGI:2444287]"
ENSMUSG00000042487	Leo1	-15.37	4.6419E-02	1.18	1.1832E-01	0	0	4	N/A	1455293_at	1.06	2.6782E-01	N/A	N/A	N/A	protein_coding	9	75289331	"Leo1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:2685031]"
ENSMUSG00000032006	Pdgfd	-18.87	4.6411E-02	1.23	1.1832E-01	0	0	4	N/A	1456532_at	0.88	3.2517E-01	N/A	N/A	N/A	protein_coding	9	6168661	"platelet-derived growth factor, D polypeptide Gene [Source:MGI Symbol;Acc:MGI:1919035]"
ENSMUSG00000033735	Spr	-17.79	4.6385E-02	0.83	1.1832E-01	0	0	4	N/A	1432372_a_at	0.90	8.6045E-02	ILMN_2610531	0.93	2.78E-01	protein_coding	6	85083679	sepiapterin reductase Gene [Source:MGI Symbol;Acc:MGI:103078]
ENSMUSG00000021957	Tkt	-13.38	4.6427E-02	0.85	1.1832E-01	0	0	4	N/A	1451015_at	0.96	2.8013E-01	ILMN_2607880	1.36	8.22E-02	protein_coding	14	31361545	transketolase Gene [Source:MGI (curated);Acc:MGI:105992]
ENSMUSG00000037772	Mrpl23	-19.79	4.6476E-02	0.77	1.1842E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	7	149718704	mitochondrial ribosomal protein L23 Gene [Source:MGI (curated);Acc:MGI:1196612]
ENSMUSG00000029032	Arhgef16	-21.61	4.6529E-02	0.67	1.1846E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	4	153652595	Rho guanine nucleotide exchange factor (GEF) 16 Gene [Source:MGI (curated);Acc:MGI:2446219]
ENSMUSG00000041794	Myrip	-13.94	4.6526E-02	0.85	1.1846E-01	0	0	4	N/A	1460601_at	0.80	2.7805E-03	ILMN_2665441	0.70	1.97E-03	protein_coding	9	120213054	myosin VIIA and Rab interacting protein Gene [Source:MGI (curated);Acc:MGI:2384407]
ENSMUSG00000027860	Vangl1	-18.32	4.6509E-02	1.24	1.1846E-01	0	0	4	N/A	1427234_at	0.94	3.6391E-01	N/A	N/A	N/A	protein_coding	3	101960624	"vang-like 1 (van gogh, Drosophila) Gene [Source:MGI (curated);Acc:MGI:2159344]"
ENSMUSG00000008307	1700109H08Rik	-20.01	4.6579E-02	1.29	1.1851E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	5	3571566	RIKEN cDNA 1700109H08 gene Gene [Source:MGI Symbol;Acc:MGI:1924286]
ENSMUSG00000056492	Gpr116	-14.41	4.6571E-02	1.18	1.1851E-01	0	0	4	N/A	1440830_at	1.38	7.4260E-04	N/A	N/A	N/A	protein_coding	17	43526415	G protein-coupled receptor 116 Gene [Source:MGI Symbol;Acc:MGI:2182928]
ENSMUSG00000029999	Tgfa	-13.34	4.6583E-02	1.18	1.1851E-01	0	0	4	N/A	1421943_at	1.23	2.3789E-02	ILMN_2765162	1.06	1.64E-01	protein_coding	6	86145415	transforming growth factor alpha Gene [Source:MGI Symbol;Acc:MGI:98724]
ENSMUSG00000010021	Kif19a	-18.10	4.6676E-02	1.24	1.1872E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	11	114626702	kinesin family member 19A Gene [Source:MGI (curated);Acc:MGI:2447024]
ENSMUSG00000042918	Mamstr	-19.28	4.6745E-02	0.79	1.1887E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	7	52895347	MEF2 activating motif and SAP domain containing transcriptional regulator Gene [Source:MGI (curated);Acc:MGI:1921740]
ENSMUSG00000040618	Pck2	-16.36	4.6770E-02	0.84	1.1890E-01	0	0	4	N/A	1425615_a_at	0.91	5.7880E-02	N/A	N/A	N/A	protein_coding	14	56159103	phosphoenolpyruvate carboxykinase 2 (mitochondrial) Gene [Source:MGI Symbol;Acc:MGI:1860456]
ENSMUSG00000036678	Aaas	-16.92	4.6826E-02	0.84	1.1901E-01	0	0	4	N/A	1451377_a_at	0.90	1.5269E-02	ILMN_2686898	1.05	3.12E-01	protein_coding	15	102168688	"achalasia, adrenocortical insufficiency, alacrimia Gene [Source:MGI Symbol;Acc:MGI:2443767]"
ENSMUSG00000037126	Psd	-11.88	4.6841E-02	0.85	1.1902E-01	0	0	4	N/A	1435780_at	0.87	1.1660E-01	N/A	N/A	N/A	protein_coding	19	46386577	pleckstrin and Sec7 domain containing Gene [Source:MGI Symbol;Acc:MGI:1920978]
ENSMUSG00000074576	Mocs3	-16.64	4.6980E-02	0.84	1.1935E-01	0	0	4	N/A	1428924_at	1.00	5.3470E-01	N/A	N/A	N/A	protein_coding	2	168056122	molybdenum cofactor synthesis 3 Gene [Source:MGI (curated);Acc:MGI:1916622]
ENSMUSG00000044150	A830080D01Rik	-16.88	4.7025E-02	1.19	1.1943E-01	0	0	4	N/A	1434910_at	0.92	1.9236E-01	ILMN_2962575	1.01	4.65E-01	protein_coding	X	155964620	RIKEN cDNA A830080D01 gene Gene [Source:MGI Symbol;Acc:MGI:2685992]
ENSMUSG00000022388	Ttll8	-19.54	4.7085E-02	0.79	1.1955E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	15	88744328	"tubulin tyrosine ligase-like family, member 8 Gene [Source:MGI (curated);Acc:MGI:1922902]"
ENSMUSG00000035885	Cox8a	-13.64	4.7108E-02	0.85	1.1958E-01	0	0	4	N/A	1416112_at	1.02	3.6043E-01	ILMN_2598201	1.10	1.78E-01	protein_coding	19	7289653	"cytochrome c oxidase, subunit VIIIa Gene [Source:MGI Symbol;Acc:MGI:105959]"
ENSMUSG00000021756	Il6st	-13.50	4.7201E-02	1.17	1.1973E-01	0	0	4	N/A	1437303_at	0.61	9.9362E-04	ILMN_2608184	1.39	3.44E-04	protein_coding	13	113254317	interleukin 6 signal transducer Gene [Source:MGI Symbol;Acc:MGI:96560]
ENSMUSG00000024421	Lama3	-17.53	4.7189E-02	1.22	1.1973E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	18	12570050	"laminin, alpha 3 Gene [Source:MGI Symbol;Acc:MGI:99909]"
ENSMUSG00000028955	Vamp3	-15.73	4.7200E-02	1.18	1.1973E-01	0	0	4	N/A	1421102_a_at	0.69	1.5722E-02	ILMN_2881480	0.89	3.22E-02	protein_coding	4	150421409	vesicle-associated membrane protein 3 Gene [Source:MGI (curated);Acc:MGI:1321389]
ENSMUSG00000028327	1300002K09Rik	-22.24	4.7241E-02	0.66	1.1980E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	4	45861536	RIKEN cDNA 1300002K09 gene Gene [Source:MGI Symbol;Acc:MGI:1921402]
ENSMUSG00000038069	Cdkn2aip	-15.81	4.7288E-02	1.18	1.1989E-01	0	0	4	N/A	1438300_at	1.08	1.8275E-01	ILMN_2722913	0.99	4.77E-01	protein_coding	8	48794802	CDKN2A interacting protein Gene [Source:MGI Symbol;Acc:MGI:1918175]
ENSMUSG00000042962	AC159649.1	-14.60	4.7337E-02	0.85	1.1995E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	12	85599282	MCG51900Putative uncharacterized protein Gm5436 ; [Source:UniProtKB/TrEMBL;Acc:D3Z4J0]
ENSMUSG00000030785	Cox6a2	-18.54	4.7359E-02	1.27	1.1995E-01	0	0	4	N/A	1417607_at	1.16	1.0819E-01	N/A	N/A	N/A	protein_coding	7	135349128	"cytochrome c oxidase, subunit VI a, polypeptide 2 Gene [Source:MGI Symbol;Acc:MGI:104649]"
ENSMUSG00000045903	Npas4	-15.20	4.7354E-02	0.84	1.1995E-01	0	0	4	N/A	1459372_at	1.15	3.6154E-01	ILMN_1251414	0.88	2.12E-01	protein_coding	19	4984355	neuronal PAS domain protein 4 Gene [Source:MGI Symbol;Acc:MGI:2664186]
ENSMUSG00000028180	Zranb2	-12.98	4.7340E-02	1.17	1.1995E-01	0	0	4	N/A	1454652_at	1.00	5.4114E-01	ILMN_2803716	1.10	1.63E-01	protein_coding	3	157197124	"zinc finger, RAN-binding domain containing 2 Gene [Source:MGI (curated);Acc:MGI:1858211]"
ENSMUSG00000050296	Abca12	-22.70	4.7454E-02	0.54	1.2011E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	1	71289874	"ATP-binding cassette, sub-family A (ABC1), member 12 Gene [Source:MGI Symbol;Acc:MGI:2676312]"
ENSMUSG00000034993	Vat1	-14.71	4.7446E-02	0.85	1.2011E-01	0	0	4	N/A	1423726_at	1.03	4.6228E-01	ILMN_2440530	0.97	4.31E-01	protein_coding	11	101320059	vesicle amine transport protein 1 homolog (T californica) Gene [Source:MGI (curated);Acc:MGI:1349450]
ENSMUSG00000039501	Znfx1	-12.82	4.7457E-02	1.17	1.2011E-01	0	0	4	N/A	1427091_at	1.08	1.7599E-01	N/A	N/A	N/A	protein_coding	2	166861293	"zinc finger, NFX1-type containing 1 Gene [Source:MGI (curated);Acc:MGI:2138982]"
ENSMUSG00000024870	Rab1b	-13.34	4.7516E-02	0.85	1.2023E-01	0	0	4	N/A	1424064_at	0.94	1.2865E-01	ILMN_2693124	1.02	4.49E-01	protein_coding	19	5099207	"RAB1B, member RAS oncogene family Gene [Source:MGI Symbol;Acc:MGI:1923558]"
ENSMUSG00000040280	Ndufa4l2	-19.44	4.7552E-02	1.30	1.2029E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	10	126952034	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2 Gene [Source:MGI Symbol;Acc:MGI:3039567]"
ENSMUSG00000078429	Ctdsp2	-20.70	4.7575E-02	1.42	1.2032E-01	0	1	4	N/A	N/A	N/A	N/A	ILMN_2863264	1.15	1.67E-01	protein_coding	10	126415773	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 Gene [Source:MGI Symbol;Acc:MGI:1098748]"
ENSMUSG00000036510	Cdh8	-14.35	4.7623E-02	1.18	1.2040E-01	0	0	4	N/A	1455365_at	1.25	2.5223E-02	ILMN_1224574	1.03	3.91E-01	protein_coding	8	101548371	cadherin 8 Gene [Source:MGI (curated);Acc:MGI:107434]
ENSMUSG00000021919	Chat	-16.16	4.7637E-02	0.84	1.2040E-01	0	0	4	N/A	1446681_at	1.00	5.4296E-01	ILMN_2827248	0.83	3.12E-02	protein_coding	14	33221389	choline acetyltransferase Gene [Source:MGI Symbol;Acc:MGI:88392]
ENSMUSG00000023019	Gpd1	-15.76	4.7642E-02	1.18	1.2040E-01	0	0	4	N/A	1448249_at	1.09	1.4841E-01	ILMN_2808811	1.15	3.33E-02	protein_coding	15	99547946	glycerol-3-phosphate dehydrogenase 1 (soluble) Gene [Source:MGI (curated);Acc:MGI:95679]
ENSMUSG00000021668	Polk	-16.49	4.7722E-02	1.19	1.2057E-01	0	0	4	N/A	1449483_at	1.04	2.9193E-01	ILMN_1240630	1.21	7.51E-02	protein_coding	13	97250644	"polymerase (DNA directed), kappa Gene [Source:MGI Symbol;Acc:MGI:1349767]"
ENSMUSG00000030678	Maz	-13.28	4.7745E-02	0.85	1.2060E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	7	134165657	MYC-associated zinc finger protein (purine-binding transcription factor) Gene [Source:MGI Symbol;Acc:MGI:1338823]
ENSMUSG00000029066	Mrpl20	-15.74	4.7833E-02	0.85	1.2079E-01	0	0	4	N/A	1416093_a_at	0.99	4.9081E-01	ILMN_2665316	0.99	4.68E-01	protein_coding	4	155177645	mitochondrial ribosomal protein L20 Gene [Source:MGI (curated);Acc:MGI:2137221]
ENSMUSG00000059796	Eif4a1	-17.49	4.7882E-02	1.21	1.2089E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_2959480	1.08	2.34E-01	protein_coding	11	69480438	eukaryotic translation initiation factor 4A1 Gene [Source:MGI (curated);Acc:MGI:95303]
ENSMUSG00000013662	Atad1	-13.64	4.7929E-02	1.17	1.2098E-01	0	0	4	N/A	1417555_at	0.62	4.8583E-05	ILMN_2639230	0.89	8.46E-02	protein_coding	19	32747050	"ATPase family, AAA domain containing 1 Gene [Source:MGI Symbol;Acc:MGI:1915229]"
ENSMUSG00000052450	2810055G20Rik	-20.72	4.7989E-02	1.40	1.2110E-01	0	1	4	N/A	1431424_at	0.99	5.0717E-01	N/A	N/A	N/A	protein_coding	16	77500751	RIKEN cDNA 2810055G20 gene Gene [Source:MGI Symbol;Acc:MGI:1919929]
ENSMUSG00000025059	Gyk	-16.01	4.8016E-02	1.18	1.2114E-01	0	0	4	N/A	1422703_at	0.96	3.1907E-01	ILMN_2742057	0.98	3.71E-01	protein_coding	X	82947276	glycerol kinase Gene [Source:MGI (curated);Acc:MGI:106594]
